txn_id,customer_id,account_id,txn_date,txn_timestamp,amount,direction,category,mcc_code,merchant_name,merchant_city,channel,payment_ref,balance_after,is_international
TXN-0000030,C-00000001,ACC-C00000001-001,2024-02-08,2024-02-09T15:20:50.220Z,30381.00,credit,transfer,,,Mumbai,upi,,10791812.00,0
TXN-0000031,C-00000001,ACC-C00000001-001,2024-06-23,2024-06-24T01:10:29.879Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,12041812.00,0
TXN-0000032,C-00000001,ACC-C00000001-001,2024-05-15,2024-05-16T10:23:02.503Z,501.00,debit,retail,,Petrol Pump,Mumbai,card,,12041311.00,0
TXN-0000033,C-00000001,ACC-C00000001-001,2024-09-20,2024-09-20T21:07:59.354Z,1829.00,debit,retail,,Flipkart,Mumbai,card,,12039482.00,0
TXN-0000034,C-00000001,ACC-C00000001-001,2024-03-07,2024-03-08T17:01:31.188Z,281.00,debit,fee,,,Mumbai,branch,,12039201.00,0
TXN-0000035,C-00000001,ACC-C00000001-001,2024-03-10,2024-03-11T05:04:25.692Z,181.00,debit,fee,,,Mumbai,branch,,12039020.00,0
TXN-0000036,C-00000001,ACC-C00000001-001,2024-08-02,2024-08-03T05:52:51.795Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,13289020.00,0
TXN-0000037,C-00000001,ACC-C00000001-001,2024-01-16,2024-01-17T07:36:45.166Z,584.00,debit,fee,,,Mumbai,branch,,13288436.00,0
TXN-0000038,C-00000001,ACC-C00000001-001,2024-11-01,2024-11-02T14:35:07.183Z,1383.00,debit,retail,,Pharmacy,Bangalore,card,,13287053.00,0
TXN-0000039,C-00000001,ACC-C00000001-001,2024-10-01,2024-10-01T23:52:29.405Z,108.00,debit,fee,,,Bangalore,branch,,13286945.00,0
TXN-0000040,C-00000001,ACC-C00000001-001,2024-05-25,2024-05-26T13:19:10.347Z,519.00,debit,fee,,,Mumbai,branch,,13286426.00,0
TXN-0000041,C-00000001,ACC-C00000001-001,2024-07-03,2024-07-04T01:35:51.081Z,587.00,debit,fee,,,Mumbai,branch,,13285839.00,0
TXN-0000042,C-00000001,ACC-C00000001-001,2024-04-18,2024-04-19T06:34:50.239Z,171.00,debit,fee,,,Mumbai,branch,,13285668.00,0
TXN-0000043,C-00000001,ACC-C00000001-001,2024-07-25,2024-07-26T07:14:01.054Z,22623.00,debit,transfer,,,Mumbai,upi,,13263045.00,0
TXN-0000044,C-00000001,ACC-C00000001-001,2024-12-15,2024-12-15T20:13:33.473Z,17559.00,debit,atm,6211,,Bangalore,atm,,13245486.00,0
TXN-0000045,C-00000001,ACC-C00000001-001,2024-05-15,2024-05-15T20:50:26.530Z,391.00,debit,fee,,,Mumbai,branch,,13245095.00,0
TXN-0000046,C-00000001,ACC-C00000001-001,2024-12-11,2024-12-12T13:07:24.160Z,266.00,debit,fee,,,Bangalore,branch,,13244829.00,0
TXN-0000047,C-00000001,ACC-C00000001-001,2024-03-08,2024-03-08T22:53:20.282Z,17683.00,debit,atm,6211,,Mumbai,atm,,13227146.00,0
TXN-0000048,C-00000001,ACC-C00000001-001,2024-09-24,2024-09-24T22:09:41.075Z,8397.00,debit,atm,6211,,Mumbai,atm,,13218749.00,0
TXN-0000049,C-00000001,ACC-C00000001-001,2024-05-02,2024-05-03T06:59:02.746Z,35828.00,credit,transfer,,,Mumbai,upi,,13254577.00,0
TXN-0000050,C-00000001,ACC-C00000001-001,2024-02-17,2024-02-18T10:49:12.583Z,14707.00,debit,atm,6211,,Mumbai,atm,,13239870.00,0
TXN-0000051,C-00000001,ACC-C00000001-001,2024-02-03,2024-02-04T07:41:06.659Z,6048.00,debit,retail,,Pharmacy,Mumbai,card,,13233822.00,0
TXN-0000052,C-00000001,ACC-C00000001-001,2024-11-27,2024-11-28T17:24:09.266Z,20531.00,debit,transfer,,,Bangalore,upi,,13213291.00,0
TXN-0000053,C-00000001,ACC-C00000001-001,2024-08-14,2024-08-15T06:08:37.796Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,14463291.00,0
TXN-0000054,C-00000001,ACC-C00000001-001,2024-05-27,2024-05-28T04:27:19.104Z,29539.00,credit,transfer,,,Mumbai,upi,,14492830.00,0
TXN-0000055,C-00000001,ACC-C00000001-001,2024-11-04,2024-11-04T18:33:58.107Z,6541.00,debit,retail,,Swiggy,Bangalore,card,,14486289.00,0
TXN-0000056,C-00000001,ACC-C00000001-001,2024-03-24,2024-03-25T08:18:31.554Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,15736289.00,0
TXN-0000057,C-00000001,ACC-C00000001-001,2024-07-05,2024-07-06T07:36:34.496Z,383.00,debit,fee,,,Mumbai,branch,,15735906.00,0
TXN-0000058,C-00000001,ACC-C00000001-001,2024-10-10,2024-10-10T18:30:53.872Z,380.00,debit,fee,,,Bangalore,branch,,15735526.00,0
TXN-0000059,C-00000001,ACC-C00000001-001,2024-02-18,2024-02-19T17:24:54.725Z,4401.00,debit,atm,6211,,Mumbai,atm,,15731125.00,0
TXN-0000060,C-00000001,ACC-C00000001-001,2024-11-22,2024-11-23T16:55:14.822Z,214.00,debit,fee,,,Bangalore,branch,,15730911.00,0
TXN-0000061,C-00000001,ACC-C00000001-001,2024-09-27,2024-09-27T21:39:31.657Z,53336.00,debit,transfer,,,Mumbai,upi,,15677575.00,0
TXN-0000062,C-00000001,ACC-C00000001-001,2024-09-10,2024-09-11T03:18:55.760Z,491.00,debit,fee,,,Mumbai,branch,,15677084.00,0
TXN-0000063,C-00000001,ACC-C00000001-001,2024-09-03,2024-09-04T17:11:46.491Z,1481500.00,credit,salary_credit,,,Mumbai,neft,Infosys Limited,17158584.00,0
TXN-0000064,C-00000001,ACC-C00000001-001,2024-04-07,2024-04-08T05:34:25.235Z,284.00,debit,fee,,,Mumbai,branch,,17158300.00,0
TXN-0000065,C-00000001,ACC-C00000001-001,2024-10-13,2024-10-14T10:07:02.795Z,369.00,debit,fee,,,Bangalore,branch,,17157931.00,0
TXN-0000066,C-00000001,ACC-C00000001-001,2024-06-19,2024-06-20T06:11:49.713Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,18407931.00,0
TXN-0000067,C-00000001,ACC-C00000001-001,2024-11-02,2024-11-03T08:07:06.863Z,1481500.00,credit,salary_credit,,,Bangalore,neft,Infosys Limited,19889431.00,0
TXN-0000068,C-00000001,ACC-C00000001-001,2024-03-02,2024-03-03T09:57:45.186Z,3375.00,debit,atm,6211,,Mumbai,atm,,19886056.00,0
TXN-0000069,C-00000001,ACC-C00000001-001,2024-04-23,2024-04-24T14:31:53.179Z,4793.00,debit,retail,,Department Store,Mumbai,card,,19881263.00,0
TXN-0000070,C-00000001,ACC-C00000001-001,2024-05-15,2024-05-16T18:15:32.252Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,21131263.00,0
TXN-0000071,C-00000001,ACC-C00000001-001,2024-02-06,2024-02-07T02:16:36.231Z,2606.00,debit,retail,,Zomato,Mumbai,card,,21128657.00,0
TXN-0000072,C-00000001,ACC-C00000001-001,2024-02-17,2024-02-17T18:49:30.772Z,184.00,debit,fee,,,Mumbai,branch,,21128473.00,0
TXN-0000073,C-00000001,ACC-C00000001-001,2024-01-21,2024-01-22T15:22:00.664Z,1836.00,debit,retail,,Petrol Pump,Mumbai,card,,21126637.00,0
TXN-0000074,C-00000001,ACC-C00000001-001,2024-05-05,2024-05-06T01:50:43.035Z,4605.00,debit,retail,,Flipkart,Mumbai,card,,21122032.00,0
TXN-0000075,C-00000001,ACC-C00000001-001,2024-11-27,2024-11-27T22:13:54.468Z,50268.00,credit,transfer,,,Bangalore,upi,,21172300.00,0
TXN-0000076,C-00000001,ACC-C00000001-001,2024-03-16,2024-03-17T00:53:51.500Z,397.00,debit,fee,,,Mumbai,branch,,21171903.00,0
TXN-0000077,C-00000001,ACC-C00000001-001,2024-02-12,2024-02-12T21:18:21.923Z,464.00,debit,fee,,,Mumbai,branch,,21171439.00,0
TXN-0000078,C-00000001,ACC-C00000001-001,2024-06-06,2024-06-07T16:29:09.555Z,1675.00,debit,retail,,Pharmacy,Mumbai,card,,21169764.00,0
TXN-0000079,C-00000001,ACC-C00000001-001,2024-01-01,2024-01-02T04:14:24.789Z,517.00,debit,fee,,,Mumbai,branch,,21169247.00,0
TXN-0000080,C-00000001,ACC-C00000001-001,2024-09-24,2024-09-25T14:24:00.871Z,459.00,debit,fee,,,Mumbai,branch,,21168788.00,0
TXN-0000081,C-00000001,ACC-C00000001-001,2024-01-24,2024-01-25T17:17:13.676Z,634.00,debit,retail,,Zomato,Mumbai,card,,21168154.00,0
TXN-0000082,C-00000001,ACC-C00000001-001,2024-02-24,2024-02-25T08:01:41.209Z,189.00,debit,fee,,,Mumbai,branch,,21167965.00,0
TXN-0000083,C-00000001,ACC-C00000001-001,2024-07-10,2024-07-11T08:39:57.523Z,1998.00,debit,retail,,Zomato,Mumbai,card,,21165967.00,0
TXN-0000084,C-00000001,ACC-C00000001-001,2024-06-11,2024-06-11T21:52:14.552Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,22415967.00,0
TXN-0000085,C-00000001,ACC-C00000001-001,2024-06-13,2024-06-13T18:44:23.669Z,5626.00,debit,retail,,Petrol Pump,Mumbai,card,,22410341.00,0
TXN-0000086,C-00000001,ACC-C00000001-001,2024-11-27,2024-11-28T10:42:00.722Z,4581.00,debit,retail,,Pharmacy,Bangalore,card,,22405760.00,0
TXN-0000087,C-00000001,ACC-C00000001-001,2024-09-18,2024-09-19T06:16:08.387Z,8042.00,debit,retail,,Swiggy,Mumbai,card,,22397718.00,0
TXN-0000088,C-00000001,ACC-C00000001-001,2024-07-04,2024-07-05T08:46:04.921Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,23647718.00,0
TXN-0000089,C-00000001,ACC-C00000001-001,2024-02-22,2024-02-22T23:24:14.725Z,16067.00,debit,atm,6211,,Mumbai,atm,,23631651.00,0
TXN-0000090,C-00000001,ACC-C00000001-001,2024-11-25,2024-11-25T20:30:56.560Z,352.00,debit,fee,,,Bangalore,branch,,23631299.00,0
TXN-0000091,C-00000001,ACC-C00000001-001,2024-05-02,2024-05-03T11:02:54.232Z,723.00,debit,retail,,Petrol Pump,Mumbai,card,,23630576.00,0
TXN-0000092,C-00000001,ACC-C00000001-001,2024-02-21,2024-02-22T14:48:41.888Z,611.00,debit,retail,,Flipkart,Mumbai,card,,23629965.00,0
TXN-0000093,C-00000001,ACC-C00000001-001,2024-08-01,2024-08-02T11:43:09.773Z,8478.00,debit,retail,,Swiggy,Mumbai,card,,23621487.00,0
TXN-0000094,C-00000001,ACC-C00000001-001,2024-05-23,2024-05-24T14:50:22.693Z,498.00,debit,fee,,,Mumbai,branch,,23620989.00,0
TXN-0000095,C-00000001,ACC-C00000001-001,2024-04-21,2024-04-22T09:33:33.740Z,4315.00,debit,retail,,Zomato,Mumbai,card,,23616674.00,0
TXN-0000096,C-00000001,ACC-C00000001-001,2024-06-13,2024-06-14T13:56:32.408Z,7363.00,debit,retail,,Zomato,Mumbai,card,,23609311.00,0
TXN-0000097,C-00000001,ACC-C00000001-001,2024-02-25,2024-02-25T21:06:02.204Z,4363.00,debit,atm,6211,,Mumbai,atm,,23604948.00,0
TXN-0000098,C-00000001,ACC-C00000001-001,2024-02-23,2024-02-23T20:48:53.213Z,573.00,debit,fee,,,Mumbai,branch,,23604375.00,0
TXN-0000099,C-00000001,ACC-C00000001-001,2024-05-17,2024-05-17T21:38:04.856Z,583.00,debit,fee,,,Mumbai,branch,,23603792.00,0
TXN-0000100,C-00000001,ACC-C00000001-001,2024-07-20,2024-07-20T21:22:08.008Z,215.00,debit,fee,,,Mumbai,branch,,23603577.00,0
TXN-0000101,C-00000001,ACC-C00000001-001,2024-04-24,2024-04-25T06:04:28.395Z,844.00,debit,retail,,Petrol Pump,Mumbai,card,,23602733.00,0
TXN-0000102,C-00000001,ACC-C00000001-001,2024-09-22,2024-09-23T11:35:45.617Z,20434.00,debit,atm,6211,,Mumbai,atm,,23582299.00,0
TXN-0000103,C-00000001,ACC-C00000001-001,2024-11-22,2024-11-22T23:37:56.221Z,506.00,debit,fee,,,Bangalore,branch,,23581793.00,0
TXN-0000104,C-00000001,ACC-C00000001-001,2024-10-18,2024-10-18T23:34:40.879Z,1481500.00,credit,salary_credit,,,Bangalore,neft,Infosys Limited,25063293.00,0
TXN-0000105,C-00000001,ACC-C00000001-001,2024-06-12,2024-06-13T01:44:08.075Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,26313293.00,0
TXN-0000106,C-00000001,ACC-C00000001-001,2024-05-02,2024-05-03T17:28:23.101Z,5740.00,debit,retail,,Department Store,Mumbai,card,,26307553.00,0
TXN-0000107,C-00000001,ACC-C00000001-001,2024-07-19,2024-07-20T09:08:48.954Z,48776.00,debit,transfer,,,Mumbai,upi,,26258777.00,0
TXN-0000108,C-00000001,ACC-C00000001-001,2024-03-21,2024-03-22T18:21:51.733Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,27508777.00,0
TXN-0000109,C-00000001,ACC-C00000001-001,2024-08-21,2024-08-22T09:23:24.654Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,28758777.00,0
TXN-0000110,C-00000001,ACC-C00000001-001,2024-07-22,2024-07-23T10:00:38.244Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,30008777.00,0
TXN-0000111,C-00000001,ACC-C00000001-001,2024-04-23,2024-04-24T05:03:24.787Z,569.00,debit,fee,,,Mumbai,branch,,30008208.00,0
TXN-0000112,C-00000001,ACC-C00000001-001,2024-07-14,2024-07-15T13:47:43.879Z,4956.00,debit,retail,,Gym,Mumbai,card,,30003252.00,0
TXN-0000113,C-00000001,ACC-C00000001-001,2024-03-25,2024-03-26T00:38:06.748Z,1537.00,debit,retail,,Zomato,Mumbai,card,,30001715.00,0
TXN-0000114,C-00000001,ACC-C00000001-001,2024-11-14,2024-11-15T00:38:45.954Z,177.00,debit,fee,,,Bangalore,branch,,30001538.00,0
TXN-0000115,C-00000001,ACC-C00000001-001,2024-08-11,2024-08-12T13:51:22.029Z,328.00,debit,fee,,,Mumbai,branch,,30001210.00,0
TXN-0000116,C-00000001,ACC-C00000001-001,2024-09-25,2024-09-25T19:11:52.105Z,352.00,debit,fee,,,Mumbai,branch,,30000858.00,0
TXN-0000117,C-00000001,ACC-C00000001-001,2024-05-08,2024-05-09T13:44:10.913Z,4314.00,debit,retail,,Amazon,Mumbai,card,,29996544.00,0
TXN-0000118,C-00000001,ACC-C00000001-001,2024-06-13,2024-06-14T16:05:51.293Z,16296.00,debit,transfer,,,Mumbai,upi,,29980248.00,0
TXN-0000119,C-00000001,ACC-C00000001-001,2024-02-16,2024-02-17T03:04:21.339Z,317.00,debit,fee,,,Mumbai,branch,,29979931.00,0
TXN-0000120,C-00000001,ACC-C00000001-001,2024-09-07,2024-09-08T03:17:29.427Z,244.00,debit,fee,,,Mumbai,branch,,29979687.00,0
TXN-0000121,C-00000001,ACC-C00000001-001,2024-07-31,2024-08-01T00:08:11.884Z,703.00,debit,retail,,Flipkart,Mumbai,card,,29978984.00,0
TXN-0000122,C-00000001,ACC-C00000001-001,2024-01-26,2024-01-27T09:25:12.354Z,19688.00,debit,atm,6211,,Mumbai,atm,,29959296.00,0
TXN-0000123,C-00000001,ACC-C00000001-001,2024-10-12,2024-10-13T05:21:18.714Z,1481500.00,credit,salary_credit,,,Bangalore,neft,Infosys Limited,31440796.00,0
TXN-0000124,C-00000001,ACC-C00000001-001,2024-02-13,2024-02-14T16:50:30.425Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,32690796.00,0
TXN-0000125,C-00000001,ACC-C00000001-001,2024-09-16,2024-09-17T07:22:19.875Z,1481500.00,credit,salary_credit,,,Mumbai,neft,Infosys Limited,34172296.00,0
TXN-0000126,C-00000001,ACC-C00000001-001,2024-08-15,2024-08-15T21:50:11.708Z,288.00,debit,fee,,,Mumbai,branch,,34172008.00,0
TXN-0000127,C-00000001,ACC-C00000001-001,2024-10-21,2024-10-21T19:52:34.735Z,4279.00,debit,retail,,Petrol Pump,Bangalore,card,,34167729.00,0
TXN-0000128,C-00000001,ACC-C00000001-001,2024-04-03,2024-04-04T09:10:10.827Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,35417729.00,0
TXN-0000129,C-00000001,ACC-C00000001-001,2024-05-09,2024-05-10T01:06:08.137Z,5985.00,debit,atm,6211,,Mumbai,atm,,35411744.00,0
TXN-0000130,C-00000001,ACC-C00000001-001,2024-04-17,2024-04-17T21:24:34.651Z,448.00,debit,fee,,,Mumbai,branch,,35411296.00,0
TXN-0000131,C-00000001,ACC-C00000001-001,2024-11-30,2024-12-01T13:44:41.188Z,13853.00,debit,transfer,,,Bangalore,upi,,35397443.00,0
TXN-0000132,C-00000001,ACC-C00000001-001,2024-02-02,2024-02-02T21:25:58.308Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,36647443.00,0
TXN-0000133,C-00000001,ACC-C00000001-001,2024-02-11,2024-02-12T01:00:02.588Z,5117.00,debit,atm,6211,,Mumbai,atm,,36642326.00,0
TXN-0000134,C-00000001,ACC-C00000001-001,2024-07-08,2024-07-09T02:44:09.784Z,39497.00,credit,transfer,,,Mumbai,upi,,36681823.00,0
TXN-0000135,C-00000001,ACC-C00000001-001,2024-09-14,2024-09-15T16:38:22.145Z,30493.00,credit,transfer,,,Mumbai,upi,,36712316.00,0
TXN-0000136,C-00000001,ACC-C00000001-001,2024-10-21,2024-10-22T00:37:58.474Z,406.00,debit,fee,,,Bangalore,branch,,36711910.00,0
TXN-0000137,C-00000001,ACC-C00000001-001,2024-03-06,2024-03-07T10:06:56.652Z,23287.00,credit,transfer,,,Mumbai,upi,,36735197.00,0
TXN-0000138,C-00000001,ACC-C00000001-001,2024-08-09,2024-08-10T02:26:21.542Z,15960.00,debit,transfer,,,Mumbai,upi,,36719237.00,0
TXN-0000139,C-00000001,ACC-C00000001-001,2024-05-10,2024-05-11T14:26:50.858Z,7947.00,debit,retail,,Pharmacy,Mumbai,card,,36711290.00,0
TXN-0000140,C-00000001,ACC-C00000001-001,2024-07-26,2024-07-26T19:29:48.692Z,204.00,debit,fee,,,Mumbai,branch,,36711086.00,0
TXN-0000141,C-00000001,ACC-C00000001-001,2024-07-20,2024-07-21T11:44:56.565Z,1250000.00,credit,salary_credit,,,Mumbai,neft,TCS,37961086.00,0
TXN-0000142,C-00000001,ACC-C00000001-001,2024-05-03,2024-05-03T20:21:08.769Z,6228.00,debit,retail,,Petrol Pump,Mumbai,card,,37954858.00,0
TXN-0000143,C-00000001,ACC-C00000001-001,2024-02-15,2024-02-16T02:22:19.007Z,533.00,debit,fee,,,Mumbai,branch,,37954325.00,0
TXN-0000144,C-00000001,ACC-C00000001-001,2024-04-05,2024-04-05T21:59:10.846Z,14719.00,debit,atm,6211,,Mumbai,atm,,37939606.00,0
TXN-0000145,C-00000001,ACC-C00000001-001,2024-12-11,2024-12-11T23:45:31.039Z,1549.00,debit,retail,,Gym,Bangalore,card,,37938057.00,0
TXN-0000146,C-00000001,ACC-C00000001-001,2024-12-27,2024-12-28T01:50:07.565Z,13599.00,debit,atm,6211,,Bangalore,atm,,37924458.00,0
TXN-0000147,C-00000001,ACC-C00000001-001,2024-12-25,2024-12-26T13:51:29.741Z,287.00,debit,fee,,,Bangalore,branch,,37924171.00,0
TXN-0000148,C-00000001,ACC-C00000001-001,2024-04-30,2024-04-30T19:48:24.084Z,140.00,debit,fee,,,Mumbai,branch,,37924031.00,0
TXN-0000149,C-00000001,ACC-C00000001-001,2024-06-12,2024-06-13T12:46:28.943Z,224.00,debit,fee,,,Mumbai,branch,,37923807.00,0
TXN-0000150,C-00000001,ACC-C00000001-001,2024-10-03,2024-10-04T16:04:33.348Z,1481500.00,credit,salary_credit,,,Bangalore,neft,Infosys Limited,39405307.00,0
TXN-0000151,C-00000001,ACC-C00000001-001,2024-04-14,2024-04-15T04:19:31.187Z,1100.00,debit,retail,,Pharmacy,Mumbai,card,,39404207.00,0
TXN-0000152,C-00000001,ACC-C00000001-001,2024-01-26,2024-01-27T13:28:09.030Z,3956.00,debit,retail,,Swiggy,Mumbai,card,,39400251.00,0
TXN-0000153,C-00000001,ACC-C00000001-001,2024-08-23,2024-08-23T21:23:01.013Z,277.00,debit,fee,,,Mumbai,branch,,39399974.00,0
TXN-0000154,C-00000001,ACC-C00000001-001,2024-12-07,2024-12-08T13:05:39.403Z,24683.00,credit,transfer,,,Bangalore,upi,,39424657.00,0
TXN-0000155,C-00000001,ACC-C00000001-001,2024-11-15,2024-11-16T03:39:45.650Z,5792.00,debit,retail,,Amazon,Bangalore,card,,39418865.00,0
TXN-0000156,C-00000001,ACC-C00000001-001,2024-10-03,2024-10-04T16:08:18.528Z,1481500.00,credit,salary_credit,,,Bangalore,neft,Infosys Limited,40900365.00,0
TXN-0000157,C-00000001,ACC-C00000001-001,2024-12-11,2024-12-12T03:05:22.546Z,219.00,debit,fee,,,Bangalore,branch,,40900146.00,0
TXN-0000158,C-00000001,ACC-C00000001-001,2024-12-08,2024-12-09T18:07:49.459Z,470.00,debit,fee,,,Bangalore,branch,,40899676.00,0
TXN-0000159,C-00000001,ACC-C00000001-001,2024-09-04,2024-09-05T10:15:58.195Z,3572.00,debit,retail,,Zomato,Mumbai,card,,40896104.00,0
TXN-0000160,C-00000001,ACC-C00000001-001,2024-06-07,2024-06-07T20:12:13.617Z,6320.00,debit,retail,,Pharmacy,Mumbai,card,,40889784.00,0
TXN-0000161,C-00000001,ACC-C00000001-001,2024-06-26,2024-06-27T14:56:07.957Z,44628.00,credit,transfer,,,Mumbai,upi,,40934412.00,0
TXN-0000162,C-00000001,ACC-C00000001-001,2024-03-03,2024-03-04T15:53:44.248Z,381.00,debit,fee,,,Mumbai,branch,,40934031.00,0
TXN-0000163,C-00000001,ACC-C00000001-001,2024-09-27,2024-09-27T19:31:50.669Z,8920.00,credit,transfer,,,Mumbai,upi,,40942951.00,0
TXN-0000164,C-00000001,ACC-C00000001-001,2024-07-21,2024-07-22T03:09:21.909Z,39462.00,credit,transfer,,,Mumbai,upi,,40982413.00,0
TXN-0000165,C-00000001,ACC-C00000001-001,2024-11-15,2024-11-16T08:44:07.471Z,5665.00,debit,retail,,Amazon,Bangalore,card,,40976748.00,0
TXN-0000166,C-00000001,ACC-C00000001-001,2024-04-05,2024-04-06T09:29:53.644Z,577.00,debit,fee,,,Mumbai,branch,,40976171.00,0
TXN-0000167,C-00000001,ACC-C00000001-001,2024-05-24,2024-05-25T00:06:08.640Z,7715.00,debit,atm,6211,,Mumbai,atm,,40968456.00,0
